Date,Open,High,Low,Close,Volume,Market Cap
2021-01-01 0:00:00,0.176706872,0.195501496,0.173795849,0.177809486,146142205.49157900,1704517944.205780
2021-01-02 0:00:00,0.177159716,0.178525139,0.166749025,0.169227774,137978863.5107560,1624496891.2419400
2021-01-03 0:00:00,0.169227774,0.179677919,0.147850412,0.15145172,130340715.86609400,1569647307.3166000
2021-01-04 0:00:00,0.151880709,0.169202443,0.150234454,0.158112772,177281229.9637980,1502875093.6699700
2021-01-05 0:00:00,0.158792599,0.167933041,0.150118737,0.154671424,130147387.613117,1462581303.353820
2021-01-06 0:00:00,0.154671424,0.159577495,0.135685776,0.14577988,132255757.38129500,1401876006.0752300
2021-01-07 0:00:00,0.14539707,0.168519377,0.122030321,0.15519525,189687995.3939780,1353603997.2606200
2021-01-08 0:00:00,0.15426553,0.175172636,0.153814482,0.160935415,312953507.0830200,1530584715.3964200
2021-01-09 0:00:00,0.160908867,0.167839714,0.154606623,0.158160806,121729141.86421400,1486183698.6450200
2021-01-10 0:00:00,0.157332838,0.159969121,0.147277274,0.150097662,91712960.17492650,1441686083.9425800
2021-01-11 0:00:00,0.150058713,0.154353578,0.143289591,0.14358115,80987198.32680920,1386961850.0863600
2021-01-12 0:00:00,0.142448818,0.149302294,0.137255789,0.148551235,87458379.55515960,1340655158.4208600
2021-01-13 0:00:00,0.14923605,0.163423053,0.14423604,0.147660888,159013263.6892780,1423039946.953090
2021-01-14 0:00:00,0.147283306,0.15234228,0.140528525,0.147848389,109380213.49993800,1358984040.2714800
2021-01-15 0:00:00,0.149881201,0.16340585,0.146465366,0.153786971,117433512.49150400,1448041413.9445000
2021-01-16 0:00:00,0.153934297,0.154502589,0.136963598,0.142102737,133298493.9025660,1359774516.9811000
2021-01-17 0:00:00,0.141438439,0.154783086,0.141438439,0.143802534,147479953.17885200,1388653210.978690
2021-01-18 0:00:00,0.143358471,0.144685137,0.104652141,0.127694453,134985946.83618100,1184717441.5279900
2021-01-19 0:00:00,0.128668534,0.138234744,0.113049861,0.11610528,116601704.79453900,1190424843.783340
2021-01-20 0:00:00,0.116058981,0.124827781,0.106040059,0.119333492,110637019.71297800,1091772578.5157600
2021-01-21 0:00:00,0.119367786,0.123812458,0.113431776,0.11581627,85440464.51861060,1120836900.441910
2021-01-22 0:00:00,0.115468651,0.124623068,0.102088693,0.104875935,70509341.95615070,1087715188.7115600
2021-01-23 0:00:00,0.104374422,0.107250532,0.075448289,0.105252982,111950088.5469220,902717338.562767
2021-01-24 0:00:00,0.106234403,0.108270621,0.096778737,0.099191431,77592387.2581932,953536201.3833580
2021-01-25 0:00:00,0.09955691,0.105356333,0.088579249,0.095048976,32431956.309529900,938962286.1545870
2021-01-26 0:00:00,0.095587273,0.147422557,0.095251702,0.136644667,134178970.93382800,1188843788.7054900
2021-01-27 0:00:00,0.136329659,0.15063297,0.132900674,0.141126345,219393029.16505700,1334297161.9590500
2021-01-28 0:00:00,0.142081223,0.150545614,0.126804713,0.132437252,115790034.76334200,1282681607.581800
2021-01-29 0:00:00,0.132741382,0.144448184,0.125640451,0.131983118,88157133.68477260,1259642847.8622100
2021-01-30 0:00:00,0.132558769,0.159710275,0.129812957,0.150841351,108694313.29837400,1366463692.45164
2021-01-31 0:00:00,0.008720575,0.008720575,0.008139615,0.008529625,5374988.573726870,79448984.64751420
2021-02-01 0:00:00,0.00855809,0.009493408,0.008321508,0.009430141,5122755.066637850,83732961.30626850
2021-02-02 0:00:00,0.009444897,0.010782565,0.009098969,0.010541583,6983153.872125570,92758974.19689220
2021-02-03 0:00:00,0.010540881,0.011952306,0.01047716,0.010565022,8273672.652729780,103915073.58987800
2021-02-04 0:00:00,0.010574717,0.011784757,0.010486283,0.011592152,10501366.119054700,106564514.95192000
2021-02-05 0:00:00,0.011592152,0.011592152,0.010304394,0.010739188,7876287.070761270,102851644.19915900
2021-02-06 0:00:00,0.010788232,0.011350487,0.010208397,0.010695769,6981168.437468730,101884771.87535200
2021-02-07 0:00:00,0.010687301,0.013168254,0.010592292,0.013096437,10576881.985604000,113315433.42421000
2021-02-08 0:00:00,0.013050194,0.02222017,0.012930132,0.020951611,44164723.73447430,167390042.14460800
2021-02-09 0:00:00,0.020730653,0.021992373,0.01661992,0.018695107,60054230.76539060,178596359.06961700
2021-02-10 0:00:00,0.018754176,0.020118383,0.017555559,0.018541333,27878483.707208100,176991722.89088400
2021-02-11 0:00:00,0.018409348,0.023319218,0.017624795,0.021948744,26631013.921585600,187868574.9612080
2021-02-12 0:00:00,0.021903705,0.031199643,0.021755048,0.028738212,61719576.74887670,245293734.4502890
2021-02-13 0:00:00,0.028692516,0.03746115,0.028692516,0.036862885,127478129.06670300,315493122.44632100
2021-02-14 0:00:00,0.035903596,0.035903596,0.027735399,0.030584947,86898287.68892490,297151517.447689
2021-02-15 0:00:00,0.030608549,0.033085639,0.027117094,0.028411913,37925779.93457760,289485814.46293600
2021-02-16 0:00:00,0.028350578,0.029720574,0.025399482,0.027142004,39722334.520975000,260750379.1222290
2021-02-17 0:00:00,0.02706217,0.029405215,0.026068089,0.028266249,32799031.381630800,262640837.11626400
2021-02-18 0:00:00,0.0281414,0.033513758,0.028022228,0.032423732,33110851.617983400,288232991.27683600
2021-02-19 0:00:00,0.032810092,0.034951979,0.028432554,0.029742092,41391529.8280831,305225044.0540880
2021-02-20 0:00:00,0.029913546,0.031100309,0.028995633,0.029679327,33925133.14515490,284680535.20896100
2021-02-21 0:00:00,0.029723761,0.02982862,0.022222601,0.026154644,24365975.27151870,254061614.53548000
2021-02-22 0:00:00,0.026108695,0.026108695,0.017900592,0.020318905,29908030.161369800,199789106.99437100
2021-02-23 0:00:00,0.020335126,0.024423187,0.019411358,0.022957734,25876480.75874010,213648459.20299900
2021-02-24 0:00:00,0.023151614,0.028938479,0.021815185,0.024646583,19698566.59654070,231024033.6832260
2021-02-25 0:00:00,0.024204863,0.029930072,0.023025804,0.02874037,46314038.350410100,237734251.27424200
2021-02-26 0:00:00,0.028688687,0.02894361,0.024818689,0.025666541,41977986.38534010,249564127.96892400
2021-02-27 0:00:00,0.025725086,0.025923788,0.02177757,0.024150791,20793790.605498200,221533915.94666000
2021-02-28 0:00:00,0.004216866,0.004507181,0.004116539,0.004292845,3343156.9081558800,35250504.890848800
2021-03-01 0:00:00,0.004278649,0.004407808,0.00412566,0.004286062,5355079.817857110,35121503.75009210
2021-03-02 0:00:00,0.004292394,0.004996366,0.004204972,0.004937497,7781276.028841650,37815880.37546210
2021-03-03 0:00:00,0.004818358,0.005596851,0.004493075,0.004908979,9326147.996131050,40540068.90432160
2021-03-04 0:00:00,0.004974612,0.005325328,0.004883366,0.00503443,5774761.871320100,41479639.90634980
2021-03-05 0:00:00,0.005037139,0.005763078,0.004861063,0.005558421,5239016.963910850,43263006.0272561
2021-03-06 0:00:00,0.005625435,0.006496213,0.005505936,0.006296498,7668643.289176680,49273988.41612700
2021-03-07 0:00:00,0.006270873,0.006733776,0.005729916,0.006679445,6336915.736004130,50764066.26238200
2021-03-08 0:00:00,0.006687893,0.008674861,0.006378521,0.007556984,14725640.924037700,62326542.31200230
2021-03-09 0:00:00,0.00751557,0.00762034,0.006340915,0.006866158,10710754.398658900,58595136.927215700
2021-03-10 0:00:00,0.006837412,0.006891705,0.005177897,0.006267477,7233788.347280620,50049109.514859200
2021-03-11 0:00:00,0.00627217,0.006495529,0.005928316,0.00604117,6394857.949115810,50700161.9889712
2021-03-12 0:00:00,0.006008618,0.006688354,0.005815926,0.006587669,3598807.7606382500,51353470.760450800
2021-03-13 0:00:00,0.006599888,0.007524849,0.006430503,0.007257784,4546478.592816310,58248133.28411420
2021-03-14 0:00:00,0.007260085,0.007578416,0.006397209,0.007218491,5816328.277572090,61929079.14480310
2021-03-15 0:00:00,0.007192122,0.007643265,0.006972955,0.007065782,5586265.580890560,64156691.54976850
2021-03-16 0:00:00,0.007120539,0.007302012,0.006717315,0.007098135,4577700.755563070,61655872.880472800
2021-03-17 0:00:00,0.007102433,0.007823872,0.00691762,0.007692895,6236198.876972380,64940348.9057881
2021-03-18 0:00:00,0.007799647,0.008141245,0.007455562,0.007690592,5883683.455492810,67749657.86855130
2021-03-19 0:00:00,0.007679085,0.007821002,0.006866189,0.007568395,4960215.42157342,64733404.20463500
2021-03-20 0:00:00,0.007629035,0.007655402,0.00686225,0.00690208,4511701.473799220,63609522.66747650
2021-03-21 0:00:00,0.007003662,0.00733106,0.006144851,0.007094844,5045733.9114217,60837691.67920160
2021-03-22 0:00:00,0.007187506,0.007693747,0.007057153,0.007510043,4004879.8044220300,64385614.69365100
2021-03-23 0:00:00,0.007591505,0.007783289,0.007340388,0.007489311,3869887.11695329,66132751.42518240
2021-03-24 0:00:00,0.007475066,0.007592783,0.0072231,0.0072231,3298464.936241880,64877063.22492140
2021-03-25 0:00:00,0.007296167,0.007328269,0.006782139,0.007328269,3154794.0954383400,61906330.29167810
2021-03-26 0:00:00,0.007317846,0.007317846,0.006289812,0.006982556,3471224.414513450,60709839.27979370
2021-03-27 0:00:00,0.007005395,0.009299963,0.006894882,0.008073171,11642194.338525100,67275518.61769130
2021-03-28 0:00:00,0.00823497,0.009178641,0.008164716,0.00854606,26751721.50426170,75783742.99140080
2021-03-29 0:00:00,0.008574361,0.009527392,0.008344196,0.009108431,11230917.343577200,83424003.5225727
2021-03-30 0:00:00,0.009114372,0.009122561,0.008137969,0.008649614,5568157.861904520,81811222.8211198
2021-03-31 0:00:00,0.024100948,0.030340243,0.024100948,0.028976867,27929890.655208700,257120249.7846440
2021-04-01 0:00:00,0.029187941,0.030852313,0.027119498,0.028780456,24038188.54979760,268618930.02658800
2021-04-02 0:00:00,0.028897996,0.031357014,0.028441519,0.030205884,18276841.421496700,277809829.04754300
2021-04-03 0:00:00,0.030102604,0.033281755,0.028526541,0.033281755,17855637.34236360,279348390.4213440
2021-04-04 0:00:00,0.032554356,0.037295655,0.029696578,0.035770226,36139341.00580230,304956272.08049200
2021-04-05 0:00:00,0.036415825,0.042879618,0.035468327,0.037490273,86880972.5358937,359128408.98451900
2021-04-06 0:00:00,0.037653172,0.038704581,0.035649329,0.037165904,55438777.433449000,341429284.5045370
2021-04-07 0:00:00,0.036993754,0.038007021,0.034689069,0.036521558,29483132.100759100,334794404.2246910
2021-04-08 0:00:00,0.036214146,0.042092296,0.035676218,0.042092296,29968237.298331900,353376309.23044600
2021-04-09 0:00:00,0.041981372,0.046243842,0.040127419,0.041441249,60004565.111228100,390298060.4255880
2021-04-10 0:00:00,0.041274264,0.042188631,0.038334668,0.041837954,34636791.848315700,375895284.3788340
2021-04-11 0:00:00,0.041945341,0.063173827,0.041460079,0.058222697,85866173.70410920,464568298.5986580
2021-04-12 0:00:00,0.058730855,0.067268861,0.052657197,0.05364591,278293261.3160570,542932002.2274160
2021-04-13 0:00:00,0.053415688,0.088891147,0.052579774,0.082964944,150261352.89908000,590745519.1480300
2021-04-14 0:00:00,0.081833507,0.106423163,0.078494555,0.085635107,623589792.2356790,847867267.9469530
2021-04-15 0:00:00,0.086561373,0.100376451,0.076190375,0.083890031,326344087.01913100,797580335.7525530
2021-04-16 0:00:00,0.084109808,0.088765221,0.074778985,0.082181703,146426294.53021700,751062019.2077890
2021-04-17 0:00:00,0.081885874,0.100681659,0.078355169,0.096479866,112713421.16109700,783519428.1637240
2021-04-18 0:00:00,0.094663199,0.124051616,0.090577919,0.117241615,399766696.94671000,1050572174.949430
2021-04-19 0:00:00,0.116600127,0.124220993,0.108205112,0.113565268,265932708.2486980,1055740196.2173800
2021-04-20 0:00:00,0.113507592,0.180432854,0.111081956,0.176651635,347707152.907661,1299198682.1109000
2021-04-21 0:00:00,0.176953533,0.190278427,0.149292875,0.156246511,806335552.0620440,1565844482.255110
2021-04-22 0:00:00,0.155575653,0.184422203,0.139916452,0.160079532,433780064.5078080,1489904281.7954200
2021-04-23 0:00:00,0.158076007,0.219000751,0.158076007,0.200309793,516678891.39777700,1767468133.2294100
2021-04-24 0:00:00,0.199296433,0.200487651,0.166053407,0.179363336,539545655.2242260,1702463765.2285700
2021-04-25 0:00:00,0.179075596,0.194815242,0.175325836,0.181675357,278746616.8635490,1711697500.7651700
2021-04-26 0:00:00,0.181108374,0.188192503,0.164141501,0.165221515,199006927.8847740,1638509279.1661000
2021-04-27 0:00:00,0.164437064,0.207488925,0.160192321,0.198245311,227668800.4577800,1696125166.660640
2021-04-28 0:00:00,0.200903821,0.223551309,0.19338578,0.199603434,392571702.62548500,1909476955.8244000
2021-04-29 0:00:00,0.197964959,0.203674849,0.185693502,0.190462617,245917581.45073000,1798461323.8823700
2021-04-30 0:00:00,0.190073918,0.190332101,0.173535316,0.176706872,160586620.77674100,1713922021.5264300
2021-05-01 0:00:00,0.152317156,0.152454942,0.142733165,0.146058789,123868694.2516280,1402135513.0591300
2021-05-02 0:00:00,0.145958823,0.146211711,0.136584089,0.140230423,56821041.792187400,1349126551.888760
2021-05-03 0:00:00,0.140514967,0.149687702,0.13889154,0.141635643,51396193.17037300,1374216329.635840
2021-05-04 0:00:00,0.1412855,0.1412855,0.120297168,0.123351081,70258977.98951580,1252189346.1890900
2021-05-05 0:00:00,0.122376019,0.137402827,0.122376019,0.130982229,69960422.47926460,1238374825.4322000
2021-05-06 0:00:00,0.130982229,0.13214773,0.123540865,0.127070936,59239161.38256290,1224886067.957730
2021-05-07 0:00:00,0.127498948,0.139589424,0.124596285,0.130451266,70508360.24467880,1259737940.9726400
2021-05-08 0:00:00,0.13042914,0.133648808,0.125775867,0.127197564,56661566.5744869,1236909945.988670
2021-05-09 0:00:00,0.127477532,0.129264897,0.12047275,0.129264897,44417186.08346240,1196777271.4141300
2021-05-10 0:00:00,0.130670403,0.149992061,0.114339263,0.121398995,112995612.97953500,1278036119.5481800
2021-05-11 0:00:00,0.121651297,0.12958028,0.116793893,0.124885255,115265806.47397200,1169833759.8472000
2021-05-12 0:00:00,0.124885255,0.131511687,0.108734739,0.108734739,55432405.49125260,1157079706.4675600
2021-05-13 0:00:00,0.106291252,0.115647334,0.099535783,0.108318072,79214971.8412692,1034105646.6136800
2021-05-14 0:00:00,0.108562398,0.123551062,0.108562398,0.115830392,60054124.00489480,1102695423.9525600
2021-05-15 0:00:00,0.115649516,0.171246072,0.113444943,0.15625732,121906021.2783560,1268425873.5310100
2021-05-16 0:00:00,0.158488105,0.183726315,0.145843004,0.147361666,463972214.6396450,1512070660.2480700
2021-05-17 0:00:00,0.149267944,0.162599685,0.133107096,0.136021795,390716387.9508250,1361977719.3321900
2021-05-18 0:00:00,0.134495218,0.186689623,0.134495218,0.177532246,267326836.97643200,1560736773.0170900
2021-05-19 0:00:00,0.175915664,0.176873903,0.080420477,0.109365118,484232075.3697240,1316936743.2438400
2021-05-20 0:00:00,0.108551843,0.1396047386213460,0.096825718,0.12099839235613900,284336169.65059800,1153640092.7193000
2021-05-21 0:00:00,0.12121460393618200,0.12791022142077100,0.08487021429338400,0.1042170247496380,147201238.63414600,1067543720.7560300
2021-05-22 0:00:00,0.10438924831371800,0.10837582633618900,0.08892025448430690,0.08987992328772860,110619478.13240400,918921068.5149610
2021-05-23 0:00:00,0.08940710173518120,0.0939284868781292,0.05831380139026520,0.08092998271599650,64506912.43055560,740412440.7676710
2021-05-24 0:00:00,0.08132917366299500,0.1190754074453750,0.08132917366299500,0.10821017967972900,133194483.13286700,961869888.146268
2021-05-25 0:00:00,0.1078534082865920,0.11827497370661000,0.09422647394928690,0.10361454333467700,133184870.1111110,986354093.5585590
2021-05-26 0:00:00,0.10426460876058600,0.1193486884409570,0.10189710263934900,0.11194216570349100,93989443.09859160,1045035689.9196900
2021-05-27 0:00:00,0.11258909115922400,0.11775847635521900,0.09863533505856370,0.10480646519667800,94729089.1111111,1015569309.6965000
2021-05-28 0:00:00,0.10445790808667700,0.10800773984936500,0.08673027575601720,0.09095736355058300,78801388.12543560,916725620.9315170
2021-05-29 0:00:00,0.09095736355058300,0.09403414720520680,0.07768627230122850,0.08283328879031160,58650229,823939151.4679180